from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
11712,11712,4,0,15463123,15462680
11712,11712,4,0,15463124,15462679
11712,11712,4,0,15463125,15462692
11712,11712,4,0,15463126,15462691
11712,11712,4,0,15463127,15462690
11712,11712,4,0,15463128,15462689
11712,11712,4,0,15463129,15462688
11712,11712,4,0,15463130,15462678
11712,11712,4,0,15463131,15462677
11712,11712,4,0,15463132,15462711
11712,11712,4,0,15463133,15462676
11712,11712,4,0,15463134,15462675
11712,11712,4,0,15463135,15462674
11712,11712,4,0,15463136,15462673
11712,11712,4,0,15463137,15462672
11712,11712,4,0,15463138,15462671
11712,11712,4,0,15463139,15462670
11712,11712,4,0,15463140,15462669
11712,11712,4,0,15463141,15462668
11712,11712,4,0,15463142,15462720
11712,11712,4,0,15463143,15462709
11712,11712,4,0,15463144,15462713
11712,11712,4,0,15463145,15462717
11712,11712,4,0,15463146,15462736
11712,11712,4,0,15463147,15462737
11712,11712,4,0,15463148,15462666
11712,11712,4,0,15463224,15462820
11712,11712,4,0,15463225,15462821
11712,11712,4,0,15463226,15462822
11712,11712,4,0,15463227,15462823
11712,11712,4,0,15463228,15462824
11712,11712,4,0,15463229,15462825
11712,11712,4,0,15463230,15462826
11712,11712,4,0,15463231,15462827
11712,11712,4,0,15463232,15462828
11712,11712,4,0,15463233,15462829
11712,11712,4,0,15463234,15462830
11712,11712,4,0,15463235,15462831
11712,11712,4,0,15463236,15462832
11712,11712,4,0,15463237,15462833
11712,11712,4,0,15463238,15462834
11712,11712,4,0,15463239,15462835
11712,11712,4,0,15463240,15462836
11712,11712,4,0,15463241,15462837
11712,11712,4,0,15463242,15462838
11712,11712,4,0,15463243,15462839
11712,11712,4,0,15463244,15462840
11712,11712,4,0,15463245,15462841
11712,11712,4,0,15463246,15462842
11712,11712,4,0,15463247,15462843
11712,11712,4,0,15463248,15462844
11712,11712,4,0,15463249,15462845
11712,11712,4,0,15463250,15462846
11712,11712,4,0,15463251,15462847
11712,11712,4,0,15463252,15462848
11712,11712,4,0,15463253,15462849
11712,11712,4,0,15463254,15462850
11712,11712,4,0,15463255,15462851
11712,11712,4,0,15463256,15462852
11712,11712,4,0,15463257,15462853
11712,11712,4,0,15463258,15462854
11712,11712,4,0,15463259,15462855
11712,11712,4,0,15463260,15462856
11712,11712,4,0,15463261,15462857
11712,11712,4,0,15463262,15462858
11712,11712,4,0,15463263,15462859
11712,11712,4,0,15463264,15462860
11712,11712,4,0,15463265,15462861
11712,11712,4,0,15463266,15462862
11712,11712,4,0,15463267,15462863
11712,11712,4,0,15463268,15462864
11712,11712,4,0,15463269,15462865
11712,11712,4,0,15463270,15462866
11712,11712,4,0,15463271,15462867
11712,11712,4,0,15463272,15462868
11712,11712,4,0,15463273,15462869
11712,11712,4,0,15463274,15462870
11712,11712,4,0,15463275,15462871
11712,11712,4,0,15463276,15462872
11712,11712,4,0,15463277,15462873
11712,11712,4,0,15463278,15462818
11712,11712,4,0,15463279,15462874
11712,11712,4,0,15463280,15462875
11712,11712,4,0,15463281,15462876
11712,11712,4,0,15463282,15462877
11712,11712,4,0,15463283,15462878
11712,11712,4,0,15463284,15462879
11712,11712,4,0,15463285,15462880
11712,11712,4,0,15463286,15462881
11712,11712,4,0,15463287,15462882
11712,11712,4,0,15463354,15462953
11712,11712,4,0,15463355,15462954
11712,11712,4,0,15463356,15462955
11712,11712,4,0,15463357,15462956
11712,11712,4,0,15463358,15462957
11712,11712,4,0,15463359,15462958
11712,11712,4,0,15463360,15462959
11712,11712,4,0,15463361,15462960
11712,11712,4,0,15463362,15462961
11712,11712,4,0,15463363,15462962
11712,11712,4,0,15463364,15462963
11712,11712,4,0,15463365,15462964
11712,11712,4,0,15463366,15462965
11712,11712,4,0,15463367,15462966
11712,11712,4,0,15463368,15462967
11712,11712,4,0,15463369,15462968
11712,11712,4,0,15463370,15462969
11712,11712,4,0,15463371,15462970
11712,11712,4,0,15463372,15462971
11712,11712,4,0,15463373,15462972
11712,11712,4,0,15463374,15462973
11712,11712,4,0,15463375,15462974
11712,11712,4,0,15463376,15462975
11712,11712,4,0,15463377,15462976
11712,11712,4,0,15463378,15462977
11712,11712,4,0,15463379,15462978
11712,11712,4,0,15463380,15462979
11712,11712,4,0,15463381,15462980
11712,11712,4,0,15463382,15462981
11712,11712,4,0,15463383,15462982
11712,11712,4,0,15463384,15462983
11712,11712,4,0,15463385,15462984
11712,11712,4,0,15463386,15462985
11712,11712,4,0,15463387,15462986
11712,11712,4,0,15463388,15462987
11712,11712,4,0,15463389,15462988
11712,11712,4,0,15463390,15462989
11712,11712,4,0,15463391,15462990
11712,11712,4,0,15463392,15462991
11712,11712,4,0,15463393,15462992
11712,11712,4,0,15463394,15462993
11712,11712,4,0,15463395,15462994
11712,11712,4,0,15463396,15462995
11712,11712,4,0,15463397,15462996
11712,11712,4,0,15463398,15462997
11712,11712,4,0,15463399,15462998
11712,11712,4,0,15463400,15462999
11712,11712,4,0,15463401,15463000
11712,11712,4,0,15463402,15463001
11712,11712,4,0,15463403,15463002
11712,11712,4,0,15463404,15463003
11712,11712,4,0,15463405,15463004
11712,11712,4,0,15463406,15463005
11712,11712,4,0,15463407,15463006
11712,11712,4,0,15463408,15463007
11712,11712,4,0,15463409,15463008
11712,11712,4,0,15463410,15463009
11712,11712,4,0,15463411,15463010
11712,11712,4,0,15463414,15462951
11712,11712,4,0,15463415,15462952
11713,11710,0,240,,
11713,11712,0,240,,
11713,11714,0,240,,
11713,11715,0,240,,
11713,11716,0,240,,
11713,8053,0,240,,
11713,8064,0,240,,
11714,11710,0,240,,
11714,11712,0,240,,
11714,11714,0,240,,
11714,11715,0,240,,
11714,11716,0,240,,
11714,11718,0,240,,
11714,8053,0,240,,
11714,8064,0,240,,
11715,11710,0,240,,
11715,11712,0,240,,
11715,11714,0,240,,
11715,11715,0,240,,
11715,11716,0,240,,
11719,11710,0,240,,
11719,11715,0,240,,
11719,11716,0,240,,
11719,11718,0,240,,
11719,8053,0,240,,
11719,8064,0,240,,
1172,1170,2,480,,
1172,1175,2,480,,
1173,12405,2,300,,
1173,12409,2,300,,
1173,12410,2,300,,
1173,12411,2,300,,
1173,2016,0,240,,
1173,2414,0,240,,
1173,2523,0,240,,
1173,2671,0,240,,
1173,2717,2,120,,
1173,2761,0,240,,
1173,2833,0,240,,
1173,8049,2,300,,
1173,8068,2,300,,
11739,11736,2,300,,
11739,11739,0,240,,
11739,12386,0,240,,
11754,10629,0,240,,
11759,11759,0,240,,
11760,10958,2,360,,
11760,11759,0,240,,
11765,11710,0,240,,
11765,11712,0,240,,
11765,11714,0,240,,
11765,11715,0,240,,
11765,11716,0,240,,
11765,8053,0,240,,
11765,8064,0,240,,
11785,11653,2,480,,
11792,12358,2,420,,
11792,12361,2,420,,
11792,12362,2,360,,
11792,12363,2,360,,
11793,12358,2,300,,
11793,12361,2,300,,
11793,12362,2,300,,
11793,12363,2,300,,
11794,12358,2,300,,
11794,12361,2,300,,
11794,12363,2,300,,
11798,11799,0,240,,
11798,11801,0,240,,
11798,11802,0,240,,
11798,11807,0,240,,
11798,11808,0,240,,
11798,11810,0,240,,
11798,11811,0,240,,
11801,11799,0,240,,
11801,11802,0,240,,
11801,11806,0,240,,
11801,11807,0,240,,
11801,11808,0,240,,
11801,11810,0,240,,
11801,11811,0,240,,
11802,11798,0,240,,
11802,11799,0,240,,
11802,11801,0,240,,
11802,11806,0,240,,
11802,11807,0,240,,
11802,11808,0,240,,
11802,11811,0,240,,
11805,11798,0,240,,
11805,11799,0,240,,
11805,11801,0,240,,
11805,11802,0,240,,
11805,11806,0,240,,
11805,11807,0,240,,
11805,11808,0,240,,
11805,11810,0,240,,
11805,11811,0,240,,
11806,11799,0,240,,
11806,11801,0,240,,
11806,11802,0,240,,
11806,11807,0,240,,
11806,11808,0,240,,
11806,11810,0,240,,
11806,11811,0,240,,
11807,11798,0,240,,
11807,11799,0,240,,
11807,11801,0,240,,
11807,11802,0,240,,
11807,11806,0,240,,
11808,11798,0,240,,
11808,11799,0,240,,
11808,11801,0,240,,
11808,11802,0,240,,
11808,11806,0,240,,
11808,11810,0,240,,
11808,11811,0,240,,
1181,1181,0,240,,
11810,11798,0,240,,
11810,11799,0,240,,
11810,11801,0,240,,
11810,11806,0,240,,
11810,11807,0,240,,
11810,11808,0,240,,
11810,11811,0,240,,
11827,11827,0,240,,
11827,3317,0,240,,
11843,12380,2,360,,
11858,11860,0,240,,
11858,11861,2,300,,
11858,12949,0,240,,
11858,5593,0,240,,
11858,5633,0,240,,
11858,5743,0,240,,
11858,6000,0,240,,
11858,6077,0,240,,
1186,1187,0,240,,
1186,12665,2,300,,
1186,12666,2,300,,
1186,1648,0,240,,
11860,11858,0,240,,
11860,11861,0,240,,
11860,12949,0,240,,
11860,5464,0,240,,
11860,5509,0,240,,
11860,5593,0,240,,
11860,5633,0,240,,
11860,5700,0,240,,
11860,5743,0,240,,
11860,6000,0,240,,
11860,6077,0,240,,
11866,10947,0,240,,
11866,4461,0,240,,
11866,4491,0,240,,
11866,4660,0,240,,
1187,1160,0,240,,
1187,1186,0,240,,
11874,11874,0,240,,
11874,11876,2,300,,
11874,12567,0,240,,
11874,1401,2,360,,
11874,8750,0,240,,
11874,8759,2,300,,
11876,11697,2,240,,
11876,11874,2,300,,
11876,11876,0,240,,
11876,12567,2,360,,
11876,1401,2,360,,
11876,8750,2,360,,
11876,8759,2,360,,
11878,11874,2,360,,
11878,12567,2,360,,
11878,8750,2,420,,
11878,8759,2,420,,
11879,11878,2,360,,
11879,12567,2,360,,
11879,1401,2,420,,
11879,8750,2,540,,
11879,8759,2,480,,
11882,10880,0,240,,
11882,10881,0,240,,
11882,11764,2,300,,
11882,11882,0,240,,
11882,5045,0,240,,
11882,5122,0,240,,
11882,5262,0,240,,
11882,5494,0,240,,
11882,5667,0,240,,
11882,5768,0,240,,
11882,5769,0,240,,
11882,5793,0,240,,
11882,5891,0,240,,
11882,6467,0,240,,
11882,8057,0,240,,
11882,8060,0,240,,
1190,1617,0,240,,
1190,1683,0,240,,
11903,11901,0,240,,
11903,11903,0,240,,
11903,12428,0,240,,
11906,2266,0,240,,
11906,2323,0,240,,
11909,2266,0,240,,
11909,2323,0,240,,
11911,11911,0,240,,
11911,1429,0,240,,
11911,1444,0,240,,
11929,11091,2,360,,
11929,4329,2,300,,
11929,4427,2,240,,
11929,4500,2,240,,
11932,6661,0,240,,
11932,8283,2,420,,
11932,8483,2,480,,
11940,11941,0,240,,
11940,11942,0,240,,
11940,11943,0,240,,
11940,12022,0,240,,
11940,12230,0,240,,
11940,12332,0,240,,
11940,8033,2,120,,
11949,11949,0,240,,
11949,11957,0,240,,
1195,1158,0,240,,
1195,1195,0,240,,
11958,11950,0,240,,
11958,12285,0,240,,
11959,11952,0,240,,
11962,7645,2,540,,
11964,9376,0,240,,
1198,665,0,240,,
1198,704,0,240,,
11998,11032,0,240,,
1202,1307,2,360,,
1202,1355,0,240,,
12020,11941,0,240,,
12020,11942,0,240,,
12020,11943,0,240,,
12020,12022,0,240,,
12020,12230,0,240,,
12020,12231,0,240,,
12020,12332,0,240,,
12020,8020,2,120,,
12026,10467,2,360,,
12026,10513,2,360,,
12026,11119,2,480,,
12036,10399,2,180,,
12036,11302,2,420,,
12036,11526,0,240,,
12036,12036,2,120,,
12036,4495,2,300,,
12036,4882,2,480,,
12036,77,0,240,,
12036,8035,2,600,,
12036,8041,2,420,,
12036,96,0,240,,
12043,7644,2,420,,
12046,12047,2,300,,
12054,10819,0,240,,
12054,10823,0,240,,
1206,785,2,300,,
1206,850,2,360,,
12063,12065,2,300,,
12063,12066,2,300,,
12064,12066,2,300,,
12065,12063,2,300,,
12065,12064,2,300,,
12066,12063,2,300,,
12066,12064,2,300,,
12080,13007,2,300,,
12122,4340,0,240,,
12134,12891,2,300,,
12134,797,0,240,,
12139,12139,0,240,,
12147,12227,0,240,,
12147,8672,0,240,,
12147,8676,0,240,,
12147,8685,0,240,,
12147,8687,0,240,,
12147,8688,0,240,,
12147,8689,0,240,,
12147,8690,0,240,,
12147,8691,0,240,,
12147,8746,0,240,,
12147,8755,0,240,,
12155,12155,0,240,,
12155,12695,2,300,,
12155,12916,2,300,,
12155,5042,0,240,,
12155,6468,0,240,,
12155,8059,0,240,,
12168,301,2,300,,
12168,646,0,240,,
12168,744,2,300,,
12172,12495,2,360,,
12172,2095,2,300,,
12173,5352,0,240,,
12173,7095,2,300,,
12173,7166,2,300,,
12173,7214,2,300,,
12173,7259,0,240,,
1218,2000,0,240,,
1218,2035,0,240,,
122,122,0,240,,
122,1276,2,300,,
122,1510,2,300,,
12204,7296,2,300,,
12205,12205,0,240,,
12205,6730,2,300,,
12205,6734,2,360,,
12206,12207,2,360,,
12207,12206,2,300,,
12207,12207,0,240,,
12207,12220,2,360,,
12207,6730,2,600,,
12209,12210,0,240,,
12209,12211,0,240,,
12209,12212,0,240,,
12209,12228,0,240,,
12209,12229,0,240,,
12209,3155,0,240,,
12209,3242,2,300,,
12213,12213,4,0,15472512,15472811
12213,12213,4,0,15472513,15472812
12213,12213,4,0,15472514,15472813
12213,12213,4,0,15472515,15472814
12213,12213,4,0,15472516,15472815
12213,12213,4,0,15472517,15472816
12213,12213,4,0,15472518,15472817
12213,12213,4,0,15472519,15472818
12213,12213,4,0,15472520,15472775
12213,12213,4,0,15472521,15472776
12213,12213,4,0,15472522,15472803
12213,12213,4,0,15472523,15472795
12213,12213,4,0,15472524,15472796
12213,12213,4,0,15472525,15472797
12213,12213,4,0,15472526,15472798
12213,12213,4,0,15472527,15472799
12213,12213,4,0,15472528,15472800
12213,12213,4,0,15472529,15472801
12213,12213,4,0,15472530,15472802
12213,12213,4,0,15472531,15472804
12213,12213,4,0,15472532,15472805
12213,12213,4,0,15472533,15472806
12213,12213,4,0,15472534,15472807
12213,12213,4,0,15472535,15472808
12213,12213,4,0,15472536,15472809
12213,12213,4,0,15472537,15472810
12213,12213,4,0,15472538,15472778
12213,12213,4,0,15472539,15472779
12213,12213,4,0,15472540,15472780
12213,12213,4,0,15472541,15472777
12213,12213,4,0,15472542,15472792
12213,12213,4,0,15472543,15472793
12213,12213,4,0,15472544,15472794
12213,12213,4,0,15472545,15472781
12213,12213,4,0,15472546,15472782
12213,12213,4,0,15472547,15472783
12213,12213,4,0,15472548,15472784
12213,12213,4,0,15472549,15472785
12213,12213,4,0,15472550,15472786
12213,12213,4,0,15472551,15472787
12213,12213,4,0,15472552,15472788
12213,12213,4,0,15472553,15472789
12213,12213,4,0,15472554,15472790
12213,12213,4,0,15472555,15472791
12213,12213,4,0,15472556,15472819
12213,12213,4,0,15472557,15472820
12213,12213,4,0,15472558,15472821
12213,12213,4,0,15472559,15472822
12213,12213,4,0,15472611,15472859
12213,12213,4,0,15472612,15472860
12213,12213,4,0,15472613,15472868
12213,12213,4,0,15472614,15472869
12213,12213,4,0,15472615,15472863
12213,12213,4,0,15472616,15472864
12213,12213,4,0,15472617,15472865
12213,12213,4,0,15472618,15472866
12213,12213,4,0,15472619,15472867
12213,12213,4,0,15472620,15472870
12213,12213,4,0,15472621,15472871
12213,12213,4,0,15472622,15472873
12213,12213,4,0,15472623,15472874
12213,12213,4,0,15472624,15472875
12213,12213,4,0,15472625,15472876
12213,12213,4,0,15472626,15472877
12213,12213,4,0,15472627,15472878
12213,12213,4,0,15472628,15472879
12213,12213,4,0,15472629,15472881
12213,12213,4,0,15472630,15472883
12213,12213,4,0,15472631,15472880
12213,12213,4,0,15472632,15472882
12213,12213,4,0,15472633,15472872
12213,12213,4,0,15472634,15472854
12213,12213,4,0,15472635,15472855
12213,12213,4,0,15472636,15472856
12213,12213,4,0,15472637,15472857
12213,12213,4,0,15472638,15472858
12213,12213,4,0,15472639,15472861
12213,12213,4,0,15472640,15472862
12213,12213,4,0,15472672,15472922
12213,12213,4,0,15472673,15472923
12213,12213,4,0,15472674,15472924
12213,12213,4,0,15472675,15472925
12213,12213,4,0,15472676,15472926
12213,12213,4,0,15472677,15472927
12213,12213,4,0,15472678,15472928
12213,12213,4,0,15472679,15472911
12213,12213,4,0,15472680,15472914
12213,12213,4,0,15472681,15472915
12213,12213,4,0,15472682,15472916
12213,12213,4,0,15472683,15472917
12213,12213,4,0,15472684,15472918
12213,12213,4,0,15472685,15472919
12213,12213,4,0,15472686,15472921
12213,12213,4,0,15472687,15472920
12213,12213,4,0,15472688,15472912
12213,12213,4,0,15472689,15472913
12213,12213,4,0,15472690,15472929
12213,12213,4,0,15472691,15472930
12213,12213,4,0,15472692,15472931
12213,12213,4,0,15472693,15472932
12213,12213,4,0,15472694,15472933
12213,12213,4,0,15472695,15472934
12213,12213,4,0,15472696,15472935
12214,12214,4,0,15472724,15472562
12214,12214,4,0,15472725,15472560
12214,12214,4,0,15472726,15472561
12214,12214,4,0,15472727,15472563
12214,12214,4,0,15472728,15472564
12214,12214,4,0,15472729,15472565
12214,12214,4,0,15472730,15472566
12214,12214,4,0,15472731,15472567
12214,12214,4,0,15472732,15472568
12214,12214,4,0,15472733,15472569
12214,12214,4,0,15472734,15472570
12214,12214,4,0,15472735,15472571
12214,12214,4,0,15472736,15472572
12214,12214,4,0,15472737,15472573
12214,12214,4,0,15472738,15472574
12214,12214,4,0,15472739,15472575
12214,12214,4,0,15472739,15472607
12214,12214,4,0,15472740,15472596
12214,12214,4,0,15472741,15472597
12214,12214,4,0,15472742,15472598
12214,12214,4,0,15472743,15472599
12214,12214,4,0,15472744,15472600
12214,12214,4,0,15472745,15472601
12214,12214,4,0,15472746,15472602
12214,12214,4,0,15472747,15472603
12214,12214,4,0,15472748,15472604
12214,12214,4,0,15472749,15472576
12214,12214,4,0,15472750,15472577
12214,12214,4,0,15472751,15472578
12214,12214,4,0,15472752,15472579
12214,12214,4,0,15472753,15472580
12214,12214,4,0,15472754,15472581
12214,12214,4,0,15472755,15472582
12214,12214,4,0,15472756,15472583
12214,12214,4,0,15472757,15472584
12214,12214,4,0,15472758,15472585
12214,12214,4,0,15472759,15472586
12214,12214,4,0,15472760,15472587
12214,12214,4,0,15472761,15472588
12214,12214,4,0,15472762,15472589
12214,12214,4,0,15472763,15472590
12214,12214,4,0,15472764,15472591
12214,12214,4,0,15472765,15472592
12214,12214,4,0,15472766,15472593
12214,12214,4,0,15472767,15472594
12214,12214,4,0,15472768,15472595
12214,12214,4,0,15472769,15472605
12214,12214,4,0,15472770,15472606
12214,12214,4,0,15472771,15472608
12214,12214,4,0,15472773,15472609
12214,12214,4,0,15472774,15472610
12214,12214,4,0,15472823,15472644
12214,12214,4,0,15472824,15472645
12214,12214,4,0,15472825,15472646
12214,12214,4,0,15472826,15472647
12214,12214,4,0,15472827,15472648
12214,12214,4,0,15472828,15472649
12214,12214,4,0,15472829,15472650
12214,12214,4,0,15472830,15472651
12214,12214,4,0,15472831,15472652
12214,12214,4,0,15472832,15472671
12214,12214,4,0,15472833,15472653
12214,12214,4,0,15472834,15472641
12214,12214,4,0,15472835,15472642
12214,12214,4,0,15472836,15472643
12214,12214,4,0,15472837,15472654
12214,12214,4,0,15472838,15472655
12214,12214,4,0,15472839,15472656
12214,12214,4,0,15472840,15472657
12214,12214,4,0,15472841,15472658
12214,12214,4,0,15472842,15472659
12214,12214,4,0,15472843,15472666
12214,12214,4,0,15472844,15472667
12214,12214,4,0,15472845,15472660
12214,12214,4,0,15472846,15472661
12214,12214,4,0,15472847,15472662
12214,12214,4,0,15472848,15472663
12214,12214,4,0,15472849,15472664
12214,12214,4,0,15472850,15472665
12214,12214,4,0,15472851,15472668
12214,12214,4,0,15472852,15472669
12214,12214,4,0,15472853,15472670
12214,12214,4,0,15472884,15472704
12214,12214,4,0,15472885,15472705
12214,12214,4,0,15472886,15472706
12214,12214,4,0,15472887,15472707
12214,12214,4,0,15472888,15472708
12214,12214,4,0,15472889,15472709
12214,12214,4,0,15472890,15472711
12214,12214,4,0,15472891,15472713
12214,12214,4,0,15472892,15472710
12214,12214,4,0,15472893,15472712
12214,12214,4,0,15472894,15472714
12214,12214,4,0,15472895,15472697
12214,12214,4,0,15472896,15472698
12214,12214,4,0,15472897,15472699
12214,12214,4,0,15472898,15472700
12214,12214,4,0,15472899,15472701
12214,12214,4,0,15472900,15472702
12214,12214,4,0,15472901,15472703
12214,12214,4,0,15472902,15472715
12214,12214,4,0,15472903,15472716
12214,12214,4,0,15472904,15472717
12214,12214,4,0,15472905,15472718
12214,12214,4,0,15472906,15472719
12214,12214,4,0,15472907,15472720
12214,12214,4,0,15472908,15472721
12214,12214,4,0,15472909,15472722
12214,12214,4,0,15472910,15472723
12214,12214,4,0,15525340,15525339
12217,12217,4,0,15475786,15475822
12217,12217,4,0,15475787,15475823
12217,12217,4,0,15475788,15475824
12217,12217,4,0,15475789,15475825
12217,12217,4,0,15475790,15475826
12217,12217,4,0,15475791,15475827
12217,12217,4,0,15475792,15475828
12217,12217,4,0,15475793,15475829
12217,12217,4,0,15475794,15475830
12217,12217,4,0,15475795,15475831
12217,12217,4,0,15475796,15475832
12217,12217,4,0,15475797,15475833
12217,12217,4,0,15475798,15475834
12217,12217,4,0,15475799,15475835
12217,12217,4,0,15475800,15475836
12217,12217,4,0,15475801,15475837
12217,12217,4,0,15475802,15475838
12217,12217,4,0,15475803,15475839
12217,12217,4,0,15475804,15475840
12217,12217,4,0,15475805,15475841
12217,12217,4,0,15475806,15475842
12217,12217,4,0,15475807,15475843
12217,12217,4,0,15475808,15475844
12217,12217,4,0,15475809,15475845
12217,12217,4,0,15475810,15475846
12217,12217,4,0,15475811,15475847
12217,12217,4,0,15475812,15475848
12217,12217,4,0,15475813,15475849
12217,12217,4,0,15475814,15475850
12217,12217,4,0,15475815,15475851
12217,12217,4,0,15475816,15475852
12217,12217,4,0,15475817,15475853
12217,12217,4,0,15475818,15475854
12217,12217,4,0,15475819,15475855
12217,12217,4,0,15475820,15475856
12217,12217,4,0,15475821,15475857
12217,12217,4,0,15475858,15475892
12217,12217,4,0,15475859,15475893
12217,12217,4,0,15475860,15475894
12217,12217,4,0,15475861,15475895
12217,12217,4,0,15475862,15475896
12217,12217,4,0,15475863,15475897
12217,12217,4,0,15475864,15475898
12217,12217,4,0,15475865,15475899
12217,12217,4,0,15475866,15475900
12217,12217,4,0,15475867,15475901
12217,12217,4,0,15475868,15475902
12217,12217,4,0,15475869,15475903
12217,12217,4,0,15475870,15475904
12217,12217,4,0,15475871,15475905
12217,12217,4,0,15475872,15475906
12217,12217,4,0,15475873,15475907
12217,12217,4,0,15475874,15475908
12217,12217,4,0,15475875,15475909
12217,12217,4,0,15475876,15475910
12217,12217,4,0,15475877,15475911
12217,12217,4,0,15475878,15475912
12217,12217,4,0,15475879,15475913
12217,12217,4,0,15475880,15475914
12217,12217,4,0,15475881,15475915
12217,12217,4,0,15475882,15475916
12217,12217,4,0,15475883,15475917
12217,12217,4,0,15475884,15475918
12217,12217,4,0,15475885,15475919
12217,12217,4,0,15475886,15475920
12217,12217,4,0,15475887,15475921
12217,12217,4,0,15475888,15475922
12217,12217,4,0,15475889,15475923
12217,12217,4,0,15475890,15475924
12217,12217,4,0,15475891,15475925
12217,12217,4,0,15475926,15475981
12217,12217,4,0,15475927,15475957
12217,12217,4,0,15475928,15475958
12217,12217,4,0,15475929,15475959
12217,12217,4,0,15475930,15475960
12217,12217,4,0,15475931,15475961
12217,12217,4,0,15475932,15475962
12217,12217,4,0,15475933,15475963
12217,12217,4,0,15475934,15475964
12217,12217,4,0,15475935,15475968
12217,12217,4,0,15475936,15475969
12217,12217,4,0,15475937,15475970
12217,12217,4,0,15475938,15475971
12217,12217,4,0,15475939,15475972
12217,12217,4,0,15475940,15475973
12217,12217,4,0,15475941,15475974
12217,12217,4,0,15475942,15475975
12217,12217,4,0,15475943,15475976
12217,12217,4,0,15475944,15475977
12217,12217,4,0,15475945,15475978
12217,12217,4,0,15475946,15475979
12217,12217,4,0,15475947,15475980
12217,12217,4,0,15475948,15475982
12217,12217,4,0,15475949,15475983
12217,12217,4,0,15475950,15475984
12217,12217,4,0,15475951,15475965
12217,12217,4,0,15475952,15475966
12217,12217,4,0,15475953,15475967
12217,12217,4,0,15475954,15475985
12217,12217,4,0,15475955,15475986
12217,12217,4,0,15475956,15475987
12220,12206,2,120,,
12227,8656,0,240,,
12227,8672,0,240,,
12227,8676,0,240,,
12227,8685,0,240,,
12227,8687,0,240,,
12227,8688,0,240,,
12227,8689,0,240,,
12227,8690,0,240,,
12227,8691,0,240,,
12227,8755,2,300,,
12228,12210,0,240,,
12228,12211,0,240,,
12228,12212,0,240,,
12228,3155,0,240,,
12228,3242,2,300,,
12229,12210,0,240,,
12229,12211,0,240,,
12229,12212,0,240,,
12229,3155,0,240,,
12230,11940,0,240,,
12230,11941,0,240,,
12230,11942,0,240,,
12230,11943,0,240,,
12230,12320,0,240,,
12231,11940,0,240,,
12231,11941,0,240,,
12231,11942,0,240,,
12231,11943,0,240,,
12231,12020,0,240,,
12231,12022,0,240,,
12231,12319,0,240,,
12231,12320,0,240,,
12231,12332,0,240,,
12232,11308,2,360,,
12232,12240,0,240,,
12232,12241,0,240,,
12232,12242,2,300,,
12233,11308,2,360,,
12233,12240,2,300,,
12233,12242,2,300,,
12234,11229,0,240,,
12234,12321,0,240,,
12234,12322,0,240,,
12234,12647,0,240,,
12234,3053,0,240,,
12234,3067,0,240,,
12234,3195,0,240,,
12234,3204,0,240,,
12234,3334,0,240,,
12234,3394,0,240,,
12234,3533,0,240,,
12234,3769,0,240,,
12234,3904,0,240,,
12234,3927,0,240,,
12234,7643,0,240,,
12235,11229,0,240,,
12235,12321,0,240,,
12235,12647,0,240,,
12235,3053,0,240,,
12235,3067,0,240,,
12235,3195,0,240,,
12235,3204,0,240,,
12235,3334,0,240,,
12235,3394,0,240,,
12235,3533,0,240,,
12235,3769,0,240,,
12235,3904,0,240,,
12235,3906,0,240,,
12235,3927,0,240,,
12235,7643,0,240,,
12239,12208,0,240,,
12240,12233,2,300,,
12241,12232,0,240,,
12241,12233,0,240,,
12241,12240,2,360,,
12242,12233,2,360,,
12242,12242,0,240,,
12264,3984,0,240,,
12264,9178,0,240,,
12267,3315,2,300,,
12267,3331,0,240,,
12272,3315,2,300,,
12272,3331,0,240,,
12277,3314,2,300,,
12277,3333,0,240,,
12291,3633,2,300,,
12291,3656,2,300,,
12293,7167,2,300,,
1231,11588,0,240,,
1231,11589,0,240,,
1231,11606,0,240,,
1231,8044,2,300,,
1231,8073,2,300,,
1231,8754,2,300,,
1231,8763,2,300,,
12318,12857,2,300,,
12318,1387,2,300,,
12318,1482,0,240,,
12318,1709,0,240,,
12318,2742,2,300,,
12318,8139,0,240,,
12318,963,0,240,,
12330,415,2,300,,
12331,12823,2,420,,
12331,4494,2,420,,
12345,3376,0,240,,
12348,1013,2,300,,
12348,11429,0,240,,
12349,10827,2,300,,
12349,4065,2,360,,
12375,12375,0,240,,
12375,8535,2,300,,
12381,12381,4,0,15499942,15499978
12381,12381,4,0,15499943,15499979
12381,12381,4,0,15499944,15499980
12381,12381,4,0,15499945,15499981
12381,12381,4,0,15499946,15499982
12381,12381,4,0,15499947,15499983
12381,12381,4,0,15499948,15499984
12381,12381,4,0,15499949,15499985
12381,12381,4,0,15499950,15499986
12381,12381,4,0,15499951,15499987
12381,12381,4,0,15499952,15499988
12381,12381,4,0,15499953,15499989
12381,12381,4,0,15499954,15499990
12381,12381,4,0,15499955,15499991
12381,12381,4,0,15499956,15499992
12381,12381,4,0,15499957,15499993
12381,12381,4,0,15499958,15499994
12381,12381,4,0,15499959,15499995
12381,12381,4,0,15499960,15499996
12381,12381,4,0,15499961,15499972
12381,12381,4,0,15499962,15499973
12381,12381,4,0,15499963,15499974
12381,12381,4,0,15499964,15499975
